long,lat,date,apn,address,city,zip,units
-118.45781,33.99189,2014-04-07T00:00:00Z,,713  W VENICE VENICE  CA 90291,Los Angeles,90291,5
-118.28142,33.94345,2014-04-08T00:00:00Z,,422  W 102ND   CA 90003,Los Angeles,90003,2
-118.29824,34.02486,2014-04-09T00:00:00Z,,1327  W 35TH   CA 90007,Los Angeles,90007,1
-118.39499,34.05228,2014-04-09T00:00:00Z,,1500  S BEVERLY   CA 90035,Los Angeles,90035,2
-118.46072,33.99386,2014-04-14T00:00:00Z,,1608  S OAKWOOD VENICE  CA 90291,Los Angeles,90291,2
-118.39078,34.07386,2014-04-14T00:00:00Z,,332  N OAKHURST   CA 90048,Los Angeles,90048,5
-118.39078,34.074,2014-04-14T00:00:00Z,,334  N OAKHURST Los Angeles  CA 90210,Los Angeles,90210,6
-118.39078,34.07414,2014-04-14T00:00:00Z,,336  N OAKHURST   CA 90048,Los Angeles,90048,6
-118.384399,33.956755,2014-04-14T00:00:00Z,,5854  W 88TH   CA 90045,Los Angeles,90045,12
-118.45389,34.0457,2014-04-16T00:00:00Z,,1509  S COLBY   CA 90025,Los Angeles,90025,10
-118.45379,34.04559,2014-04-16T00:00:00Z,,1515  S COLBY   CA 90025,Los Angeles,90025,8
-118.45369,34.04548,2014-04-16T00:00:00Z,,1519  S COLBY   CA 90025,Los Angeles,90025,8
-118.4536,34.04537,2014-04-16T00:00:00Z,,1523  S COLBY   CA 90025,Los Angeles,90025,8
-118.44854,34.04053,2014-04-16T00:00:00Z,,1854  S COLBY   CA 90025,Los Angeles,90025,8
-118.38513,34.15732,2014-04-18T00:00:00Z,,11586  W RIVERSIDE NORTH HOLLYWOOD  CA 91602,Los Angeles,91602,4
-118.45936,34.04138,2014-04-21T00:00:00Z,,1522  S ARMACOST   CA 90025,Los Angeles,90025,8
-118.45926,34.04126,2014-04-21T00:00:00Z,,1528  S ARMACOST   CA 90025,Los Angeles,90025,2
-118.38352,33.95676,2014-04-24T00:00:00Z,,8730  S BELFORD WESTCHESTER  CA 90045,Los Angeles,90045,12
-118.23478,34.0771,2014-04-25T00:00:00Z,,732  W AMADOR   CA 90012,Los Angeles,90012,2
-118.33064,34.085,2014-04-28T00:00:00Z,,752  N WILCOX   CA 90038,Los Angeles,90038,5
-118.33064,34.08514,2014-04-28T00:00:00Z,,758  N WILCOX   CA 90038,Los Angeles,90038,4
-118.37263,33.97511,2014-04-29T00:00:00Z,,6919  S KITTYHAWK WESTCHESTER  CA 90045,Los Angeles,90045,3
-118.46663,33.9974,2014-04-29T00:00:00Z,,"700 INDIANA AVE, VENICE, 90291",Los Angeles,90291,2
-118.31958,33.99589,2014-04-30T00:00:00Z,,5129  S 2ND   CA 90043,Los Angeles,90043,2
-118.47994,33.99441,2014-05-02T00:00:00Z,,313  S OCEAN FRONT VENICE  CA 90291,Los Angeles,90291,3
-118.24102,34.00673,2014-05-05T00:00:00Z,,1808  E 41ST   CA 90058,Los Angeles,90058,1
-118.36149,34.04874,2014-05-05T00:00:00Z,,5615  W SATURN   CA 90019,Los Angeles,90019,2
-118.26921,33.95143,2014-05-05T00:00:00Z,,9310  S SAN PEDRO   CA 90003,Los Angeles,90003,4
-118.45211,34.00382,2014-05-08T00:00:00Z,,1380  E PRESTON VENICE  CA 90291,Los Angeles,90291,2
-118.41412,34.1529,2014-05-08T00:00:00Z,,4525  N COLDWATER CANYON NORTH HOLLYWOOD  CA 91604,Los Angeles,91604,5
-118.29464,34.02333,2014-05-12T00:00:00Z,,1201  W 36TH   CA 90007,Los Angeles,90007,2
-118.35647,34.05958,2014-05-12T00:00:00Z,,843  S CURSON   CA 90036,Los Angeles,90036,2
-118.43444,34.15367,2014-05-14T00:00:00Z,,4521  N MATILIJA SHERMAN OAKS  CA 91423,Los Angeles,91423,1
-118.28848,33.95358,2014-05-14T00:00:00Z,,9121  S ORCHARD   CA 90044,Los Angeles,90044,2
-118.29371,34.02175,2014-05-16T00:00:00Z,,1168  W 36TH   CA 90007,Los Angeles,90007,3
-118.53714,34.22409,2014-05-19T00:00:00Z,,18528  W CHASE NORTHRIDGE  CA 91324,Los Angeles,91324,6
-118.54216,34.22498,2014-05-20T00:00:00Z,,18751  W CHASE NORTHRIDGE  CA 91324,Los Angeles,91324,2
-118.44029,34.15286,2014-05-20T00:00:00Z,,4485  N HAZELTINE SHERMAN OAKS  CA 91423,Los Angeles,91423,5
-118.35561,34.0866,2014-05-20T00:00:00Z,,843  N CURSON   CA 90046,Los Angeles,90046,2
-118.35353,34.08285,2014-05-22T00:00:00Z,,635  N GARDNER   CA 90036,Los Angeles,90036,2
-118.37376,34.07241,2014-05-22T00:00:00Z,,8413  W BLACKBURN   CA 90048,Los Angeles,90048,2
-118.24977,34.0978,2014-05-23T00:00:00Z,,1933  W MODJESKA   CA 90039,Los Angeles,90039,2
-118.35353,34.08298,2014-05-23T00:00:00Z,,637  N GARDNER   CA 90036,Los Angeles,90036,2
-118.18396,34.1263,2014-05-28T00:00:00Z,,6202  E HILLANDALE   CA 90042,Los Angeles,90042,2
-118.46831,34.0445,2014-05-29T00:00:00Z,,1157  S BUNDY   CA 90049,Los Angeles,90049,12
-118.4684,34.04464,2014-05-29T00:00:00Z,,12102  W GOSHEN   CA 90049,Los Angeles,90049,15
-118.45656,34.18235,2014-05-29T00:00:00Z,,14832  W DELANO VAN NUYS  CA 91411,Los Angeles,91411,2
-118.40816,34.15008,2014-06-02T00:00:00Z,,12624  W MOORPARK STUDIO CITY  CA 91604,Los Angeles,91604,2
-118.4386,34.04296,2014-06-02T00:00:00Z,,2026  S BENTLEY   CA 90025,Los Angeles,90025,2
-118.30247,34.09876,2014-06-03T00:00:00Z,,1517  N WINONA   CA 90027,Los Angeles,90027,6
-118.26731,34.0757,2014-06-03T00:00:00Z,,813  N ROSEMONT   CA 90026,Los Angeles,90026,2
-118.26474,34.08285,2014-06-04T00:00:00Z,,1427   WATERLOO Los Angeles  CA 90026,Los Angeles,90026,3
-118.38973,34.03714,2014-06-04T00:00:00Z,,9027  W OLIN   CA 90034,Los Angeles,90034,2
-118.3459,34.08555,2014-06-05T00:00:00Z,,806  N FORMOSA   CA 90046,Los Angeles,90046,3
-118.3459,34.08569,2014-06-05T00:00:00Z,,812  N FORMOSA   CA 90046,Los Angeles,90046,2
-118.28749,34.05904,2014-06-10T00:00:00Z,,2925  W LEEWARD   CA 90005,Los Angeles,90005,4
-118.28769,34.05904,2014-06-10T00:00:00Z,,2931  W LEEWARD   CA 90005,Los Angeles,90005,4
-118.28808,34.05903,2014-06-10T00:00:00Z,,2949  W LEEWARD   CA 90005,Los Angeles,90005,3
-118.33065,34.08905,2014-06-12T00:00:00Z,,1002  N WILCOX   CA 90038,Los Angeles,90038,2
-118.36865,34.07719,2014-06-12T00:00:00Z,,334  N HARPER   CA 90048,Los Angeles,90048,3
-118.33101,34.04647,2014-06-12T00:00:00Z,,4401  W VICTORIA PARK   CA 90019,Los Angeles,90019,2
-118.36896,34.05606,2014-06-13T00:00:00Z,,1100  S STEARNS   CA 90035,Los Angeles,90035,2
-118.30573,34.02989,2014-06-17T00:00:00Z,,2801  S LA SALLE   CA 90018,Los Angeles,90018,2
-118.270552,34.003971,2014-06-17T00:00:00Z,,317  E VERNON VENICE  CA 90291,Los Angeles,90291,1
-118.43289,34.03302,2014-06-18T00:00:00Z,,2585  S SEPULVEDA   CA 90064,Los Angeles,90064,2
-118.35973,34.06139,2014-06-18T00:00:00Z,,738  S OGDEN   CA 90036,Los Angeles,90036,8
-118.32742,34.09172,2014-06-24T00:00:00Z,,1132  N LILLIAN HOLLYWOOD  CA 90038,Los Angeles,90038,28
-118.32662,34.08416,2014-06-24T00:00:00Z,,1133  N VINE HOLLYWOOD  CA 90038,Los Angeles,90038,31
-118.49527,34.1944,2014-06-24T00:00:00Z,,16617  W VANOWEN VAN NUYS  CA 91406,Los Angeles,91406,4
-118.32375,34.08828,2014-06-24T00:00:00Z,,5941  W BARTON   CA 90038,Los Angeles,90038,3
-118.46579,34.04739,2014-06-25T00:00:00Z,,11931 Goshen Avenue,Los Angeles,90049,9
-118.385669,34.074114,2014-06-25T00:00:00Z,,138 S. Swall Drive,Los Angeles,90048,3
-118.27609,34.08063,2014-06-25T00:00:00Z,,3012-3014 1/2 Marathon St.,Los Angeles,90026,3
-118.4687,33.98147,2014-06-26T00:00:00Z,,2609 Ocean Front,Los Angeles,90291,4
-118.25391,34.11742,2014-06-27T00:00:00Z,,3340 Casitas Ave,Los Angeles,90039,2
-118.34881,34.05295,2014-07-02T00:00:00Z,,1219  S MEADOWBROOK  AVE,Los Angeles,90019,2
-118.45475,34.1843,2014-07-02T00:00:00Z,,14748  W SYLVAN  ST,Los Angeles,91411,2
-118.35396,34.08672,2014-07-03T00:00:00Z,,846  N SIERRA BONITA  AVE,Los Angeles,90046,2
-118.27223,34.08613,2014-07-07T00:00:00Z,,1508  N ELEVADO  ST,Los Angeles,90026,2
-118.36766,34.081,2014-07-08T00:00:00Z,,530  N LA JOLLA  AVE,Los Angeles,90048,1
-118.25604,34.09983,2014-07-10T00:00:00Z,,2372   Hidalgo Avenue,Los Angeles,90039,2
-118.37441,34.17154,2015-05-20T00:00:00Z,,5555  N BONNER  AVE,Los Angeles,91601,1
-118.26839,34.06154,2014-07-14T00:00:00Z,,260  S BURLINGTON  AVE,Los Angeles,90026,4
-118.35994,34.05424,2014-07-15T00:00:00Z,,1149   S STANLEY AVE,Los Angeles,90019,2
-118.429,34.21508,2014-07-15T00:00:00Z,,7941  N VENTURA CANYON  AVE,Los Angeles,91402,2
-118.46917,34.06017,2014-07-17T00:00:00Z,,417  S BARRINGTON  AVE,Los Angeles,90049,31
-118.2975,34.07023,2014-07-21T00:00:00Z,,232  S ALEXANDRIA  AVE,Los Angeles,90004,4
-118.34034,34.08693,2014-07-21T00:00:00Z,,6868   Willoughby Avenue,Los Angeles,90038,2
-118.20398,34.13738,2014-07-22T00:00:00Z,,5013  N MT ROYAL  DR,Los Angeles,90041,2
-118.45827,33.98879,2014-07-24T00:00:00Z,,519  W BOCCACCIO  AVE,Los Angeles,90291,3
-118.44416,34.0405,2014-07-29T00:00:00Z,,11320   La Grange Ave.,Los Angeles,90025,2
-118.42612,34.172265,2014-07-30T00:00:00Z,,13441   Burbank Blvd,Los Angeles,91401,6
-118.28422,33.97296,2014-08-01T00:00:00Z,,607   W 74th St.,Los Angeles,90044,3
-118.4614,33.99094,2014-08-05T00:00:00Z,,1647   S. Crescent Pl.,Los Angeles,90291,2
-118.37864,34.16672,2014-08-07T00:00:00Z,,5266  N TUJUNGA  AVE,Los Angeles,91601,3
-118.36993,34.20673,2014-08-07T00:00:00Z,,7500   Vineland Ave.,Los Angeles,91352,5
-118.2185,34.0373,2014-08-12T00:00:00Z,,715   S. St. Louis St.,Los Angeles,90023,2
-118.46877,34.15339,2014-08-13T00:00:00Z,,4554  N SHERMAN OAKS  AVE,Los Angeles,91403,1
-118.34829,34.08238,2014-08-13T00:00:00Z,,616   N Poinsettia Pl.,Los Angeles,90036,2
-118.4676,33.99052,2014-08-14T00:00:00Z,,1317   Cabrillo Ave.,Los Angeles,90291,2
-118.33592,34.05544,2014-08-21T00:00:00Z,,1059  S HUDSON  AVE,Los Angeles,90019,2
-118.46575,34.17414,2014-08-25T00:00:00Z,,5700  N SEPULVEDA  BLVD,Los Angeles,91411,17
-118.4653,34.17414,2014-08-25T00:00:00Z,,5703  N HALBRENT  AVE,Los Angeles,91411,12
-118.46553,34.17434,2014-08-25T00:00:00Z,,5714  N SEPULVEDA  BLVD,Los Angeles,91411,14
-118.46553,34.17448,2014-08-25T00:00:00Z,,5720  N SEPULVEDA  BLVD,Los Angeles,91411,6
-118.33175,34.08739,2014-08-25T00:00:00Z,,906   N. Hudson Ave.,Los Angeles,90038,2
-118.34054,34.04106,2014-08-26T00:00:00Z,,4631  W PICKFORD  ST,Los Angeles,90019,1
-118.46542,34.30357,2014-08-27T00:00:00Z,,12871   San Fernando Rd.,Los Angeles,91342,2
-118.24339,33.93328,2014-08-27T00:00:00Z,,1701 1/2 E 112TH  ST,Los Angeles,90059,1
-118.270969,34.078826,2014-08-27T00:00:00Z,,2607    Marathon St,Los Angeles,90026,2
-118.27573,33.93503,2014-08-28T00:00:00Z,,151  W 111TH  ST,Los Angeles,90061,2
-118.20524,34.09103,2014-08-28T00:00:00Z,,4123  N GRIFFIN  AVE,Los Angeles,90031,2
-118.26961,34.07788,2014-08-28T00:00:00Z,,852  N CORONADO  ST,Los Angeles,90026,2
-118.36673,34.14897,2014-09-02T00:00:00Z,,10842  W BLOOMFIELD  ST,Los Angeles,91602,5
-118.36689,34.14897,2014-09-02T00:00:00Z,,10850  W BLOOMFIELD  ST,Los Angeles,91602,6
-118.46856,33.986121,2014-09-03T00:00:00Z,,303 N VENICE BLVD,Los Angeles,90291,2
-118.34877,34.08123,2022-03-16T00:00:00Z,,535  N POINSETTIA  PL,Los Angeles,90036,2
-118.36696,34.16365,2021-07-15T00:00:00Z,,10827  W HARTSOOK  ST,Los Angeles,91601,3
-118.47209,34.05136,2014-09-04T00:00:00Z,,11965  W MONTANA  AVE,Los Angeles,90049,20
-118.47229,34.05126,2014-09-04T00:00:00Z,,11973  W MONTANA  AVE,Los Angeles,90049,12
-118.39312,34.05583,2014-09-05T00:00:00Z,,1143 S GLENVILLE DR,Los Angeles,90035,4
-118.4429,34.14909,2014-09-05T00:00:00Z,,14225  W DICKENS  ST,Los Angeles,91423,8
-118.44306,34.14912,2014-09-05T00:00:00Z,,14229  W DICKENS  ST,Los Angeles,91423,8
-118.41287,34.01784,2014-09-05T00:00:00Z,,3712  S KELTON  AVE,Los Angeles,90034,2
-118.41279,34.01774,2014-09-05T00:00:00Z,,3714  S KELTON  AVE,Los Angeles,90034,2
-118.53823,34.20213,2014-09-05T00:00:00Z,,7232  N AMIGO  AVE,Los Angeles,91335,2
-118.38067,34.05095,2014-09-10T00:00:00Z,,1514  S BEDFORD  ST,Los Angeles,90035,2
-118.33654,34.10276,2014-09-10T00:00:00Z,,1737  N LAS PALMAS  AVE,Los Angeles,90028,34
-118.42867,34.17241,2014-09-11T00:00:00Z,,13551   Burbank Blvd.,Los Angeles,91401,3
-118.27776,34.0863,2014-09-11T00:00:00Z,,3436   Descanso Dr.,Los Angeles,90026,2
-118.29968,34.07235,2014-09-16T00:00:00Z,,111 S MARIPOSA AVE,Los Angeles,90004,4
-118.3861,34.04282,2023-04-12T00:00:00Z,,1951  S PREUSS  ROAD,Los Angeles,90034,2
-118.37376,34.07241,2014-09-17T00:00:00Z,,8417 W BLACKBURN AVE,Los Angeles,90048,1
-118.37392,34.07243,2014-09-17T00:00:00Z,,8419 W BLACKBURN AVE,Los Angeles,90048,2
-118.41719,34.01503,2014-09-18T00:00:00Z,,3725 S BENTLEY AVE,Los Angeles,90034,3
-118.4171,34.01491,2014-09-18T00:00:00Z,,3729 BENTLEY AVE,Los Angeles,90034,3
-118.27195,34.07934,2014-09-23T00:00:00Z,,901 N BENTON WAY,Los Angeles,90026,2
-118.44581,34.04299,2014-09-25T00:00:00Z,,1831 S SAWTELLE BLVD,Los Angeles,90025,10
-118.41188,34.01728,2014-10-01T00:00:00Z,,3743  S MIDVALE  AVE,Los Angeles,90034,3
-118.17598,34.0827,2014-10-01T00:00:00Z,,4936  E BARSTOW  ST,Los Angeles,90032,1
-118.3677,34.08614,2014-10-06T00:00:00Z,,824  N LA JOLLA  AVE,Los Angeles,90046,2
-118.46309,34.04643,2014-10-07T00:00:00Z,,1227  S WESTGATE  AVE,Los Angeles,90025,8
-118.46297,34.04629,2014-10-07T00:00:00Z,,1235  S WESTGATE  AVE,Los Angeles,90025,10
-118.34707,34.08114,2014-10-09T00:00:00Z,,530  N ALTA VISTA  BLVD,Los Angeles,90036,3
-118.39334,34.2374,2014-10-10T00:00:00Z,,11933  W ALLEGHENY  ST,Los Angeles,91352,2
-118.27214,33.996375,2014-10-20T00:00:00Z,,144  E 51ST  ST,Los Angeles,90011,1
-118.34324,34.07384,2014-10-22T00:00:00Z,,101  N SYCAMORE  AVE,Los Angeles,90036,1
-118.25775,34.06603,2014-10-23T00:00:00Z,,345  N DOUGLAS  ST,Los Angeles,90026,2
-118.30788,34.04657,2014-10-24T00:00:00Z,,2957  W 14TH  ST,Los Angeles,90006,2
-118.3302,34.08418,2014-10-27T00:00:00Z,,723  N COLE  AVE,Los Angeles,90038,2
-118.40247,34.05499,2014-10-29T00:00:00Z,,1338  S ROXBURY  DR,Los Angeles,90035,4
-118.40239,34.05485,2014-10-29T00:00:00Z,,1344  S ROXBURY  DR,Los Angeles,90035,4
-118.40231,34.0547,2014-10-29T00:00:00Z,,1350  S ROXBURY  DR,Los Angeles,90035,3
-118.40222,34.05456,2014-10-29T00:00:00Z,,1360  S ROXBURY  DR,Los Angeles,90035,6
-118.29331,34.07396,2014-11-04T00:00:00Z,,141  N NEW HAMPSHIRE  AVE,Los Angeles,90004,4
-118.32271,34.1005,2014-11-04T00:00:00Z,,1621  N GOWER  ST,Los Angeles,90028,4
-118.37222,34.17049,2014-11-04T00:00:00Z,,5513  N CASE  AVE,Los Angeles,91601,2
-118.3727,34.17108,2014-11-04T00:00:00Z,,5536  N FULCHER  AVE,Los Angeles,91601,5
-118.47587,33.98977,2014-11-05T00:00:00Z,,1011  S OCEAN FRONT  WALK,Los Angeles,90291,1
-118.33174,34.08639,2014-11-05T00:00:00Z,,836  N HUDSON  AVE,Los Angeles,90038,3
-118.41351,34.02658,2014-11-06T00:00:00Z,,10704  W ROSE  AVE,Los Angeles,90034,5
-118.3885,33.96019,2014-11-07T00:00:00Z,,6006  W 85TH  PL,Los Angeles,90045,1
-118.30448,34.05671,2014-11-07T00:00:00Z,,837  S HARVARD  BLVD,Los Angeles,90005,7
-118.33131,34.08849,2014-11-07T00:00:00Z,,947  N WILCOX  AVE,Los Angeles,90038,2
-118.306169,34.04527,2014-11-10T00:00:00Z,,2896  W 15TH  ST,Los Angeles,90006,2
-118.36977,34.21541,2014-11-12T00:00:00Z,,10940  W STRATHERN  ST,Los Angeles,91352,1
-118.46203,33.99405,2014-11-17T00:00:00Z,,1505  S OAKWOOD  AVE,Los Angeles,90291,1
-118.2842,34.03147,2014-11-18T00:00:00Z,,1100  W ADAMS  BLVD,Los Angeles,90007,21
-118.296875,34.046573,2014-11-18T00:00:00Z,,1314  S KENMORE  AVE,Los Angeles,90006,3
-118.28843,34.041,2014-11-18T00:00:00Z,,1810  S ORCHARD  AVE,Los Angeles,90006,2
-118.33238,34.08445,2014-11-18T00:00:00Z,,733  N HUDSON  AVE,Los Angeles,90038,3
-118.33238,34.08459,2014-11-18T00:00:00Z,,739  N HUDSON  AVE,Los Angeles,90038,8
-118.43312,34.03291,2014-11-19T00:00:00Z,,11209  W RICHLAND  AVE,Los Angeles,90064,4
-118.45972,34.04251,2014-11-19T00:00:00Z,,11859  W SANTA MONICA  BLVD,Los Angeles,90025,2
-118.38604,34.04578,2014-11-19T00:00:00Z,,1830  S ROBERTSON  BLVD,Los Angeles,90035,5
-118.30087,34.09969,2014-11-20T00:00:00Z,,5107  W HAROLD  WAY,Los Angeles,90027,2
-118.33808,34.03056,2014-11-25T00:00:00Z,,2816  S WELLINGTON  RD,Los Angeles,90016,2
-118.34829,34.07911,2014-12-02T00:00:00Z,,428  N POINSETTIA  PL,Los Angeles,90036,2
-118.30984,34.05945,2014-12-02T00:00:00Z,,700  S MANHATTAN  PL,Los Angeles,90005,7
-118.46833,34.03961,2014-12-03T00:00:00Z,,1326  S CENTINELA  AVE,Los Angeles,90025,9
-118.46618,33.98808,2014-12-04T00:00:00Z,,530  E GRAND  BLVD,Los Angeles,90291,2
-118.3898,34.19424,2014-12-08T00:00:00Z,,11759  W VANOWEN  ST,Los Angeles,91605,11
-118.31248,34.05557,2014-12-08T00:00:00Z,,3730  W 9TH  ST,Los Angeles,90019,10
-118.37543,34.08386,2014-12-11T00:00:00Z,,705  N ALFRED  ST,Los Angeles,90069,2
-118.27246,34.00637,2014-12-15T00:00:00Z,,4234  S WOODLAWN  AVE,Los Angeles,90011,2
-118.29025,34.09882,2014-12-15T00:00:00Z,,4618  W MAUBERT  AVE,Los Angeles,90027,4
-118.34693,34.05302,2014-12-16T00:00:00Z,,1208  S REDONDO  BLVD,Los Angeles,90019,2
-118.25877,34.08116,2014-12-17T00:00:00Z,,1900  W SCOTT  AVE,Los Angeles,90026,2
-118.34515,34.13136,2014-12-17T00:00:00Z,,3311  N BARHAM  BLVD,Los Angeles,90068,4
-118.47955,33.99441,2014-12-18T00:00:00Z,,15  E DUDLEY  AVE,Los Angeles,90291,7
-118.37222,34.17078,2014-12-18T00:00:00Z,,5525  N CASE  AVE,Los Angeles,91601,4
-118.31956,34.1055,2014-12-19T00:00:00Z,,5959  W FRANKLIN  AVE,Los Angeles,90068,50
-118.35396,34.08658,2014-12-22T00:00:00Z,,842  N SIERRA BONITA  AVE,Los Angeles,90046,2
-118.26656,33.94767,2014-12-29T00:00:00Z,,415  E 98TH  ST,Los Angeles,90003,2
-118.36113,34.15058,2014-12-30T00:00:00Z,,4400  N CAHUENGA  BLVD,Los Angeles,91602,4
-118.418484,34.00113,2015-01-05T00:00:00Z,,4227  S MCLAUGHLIN  AVE,Los Angeles,90066,2
-118.272278,34.075919,2015-01-07T00:00:00Z,,636  N RAMPART  BLVD,Los Angeles,90026,2
-118.59097,34.22997,2015-01-07T00:00:00Z,,8801  N INDEPENDENCE  AVE,Los Angeles,91304,1
-118.28978,34.10151,2015-01-08T00:00:00Z,,1665  N RODNEY  DR,Los Angeles,90027,12
-118.44395,34.19547,2015-03-19T00:00:00Z,,6854  N TYRONE  AVE,Los Angeles,91405,2
-118.28352,34.06731,2015-05-26T00:00:00Z,,326  S RENO  ST,Los Angeles,90057,8
-118.39679,34.14897,2015-01-12T00:00:00Z,,4313  N LAUREL CANYON  BLVD,Los Angeles,91604,4
-118.30238,34.05214,2015-01-14T00:00:00Z,,1015  S ARDMORE  AVE,Los Angeles,90006,10
-118.3028,34.05214,2015-01-14T00:00:00Z,,1016  S KINGSLEY  DR,Los Angeles,90006,11
-118.30238,34.05195,2015-01-14T00:00:00Z,,1021  S ARDMORE  AVE,Los Angeles,90006,8
-118.30237,34.05176,2015-01-14T00:00:00Z,,1029  S ARDMORE  AVE,Los Angeles,90006,4
-118.340361,34.10492,2015-01-20T00:00:00Z,,1901  N ORCHID  AVE,Los Angeles,90068,4
-118.31987,34.07979,2015-01-21T00:00:00Z,,527  N WINDSOR  BLVD,Los Angeles,90004,2
-118.261915,34.059618,2015-01-22T00:00:00Z,,1432  W MIRAMAR  ST,Los Angeles,90026,15
-118.262706,34.058886,2015-01-22T00:00:00Z,,1439  W 3RD  ST,Los Angeles,90026,4
-118.35561,34.08673,2015-01-22T00:00:00Z,,849  N CURSON  AVE,Los Angeles,90046,2
-118.44383,34.18293,2015-01-28T00:00:00Z,,14247  W DELANO  ST,Los Angeles,91401,2
-118.37248,33.97529,2015-01-28T00:00:00Z,,5300  W KNOWLTON  ST,Los Angeles,90045,6
-118.34898,34.07979,2015-01-29T00:00:00Z,,455  N POINSETTIA  PL,Los Angeles,90036,2
-118.33103,34.0533,2015-01-30T00:00:00Z,,1133  S QUEEN ANNE  PL,Los Angeles,90019,4
-118.45509,33.99025,2015-02-02T00:00:00Z,,2505  S OAKWOOD  AVE,Los Angeles,90291,2
-118.37242,34.07375,2015-02-03T00:00:00Z,,121  S KINGS  RD,Los Angeles,90048,4
-118.37242,34.07361,2015-02-03T00:00:00Z,,127  S KINGS  RD,Los Angeles,90048,4
-118.37241,34.07346,2015-02-03T00:00:00Z,,131  S KINGS  RD,Los Angeles,90048,3
-118.37074,34.07502,2015-02-05T00:00:00Z,,118  N FLORES  ST,Los Angeles,90048,5
-118.37075,34.07518,2015-02-05T00:00:00Z,,124  N FLORES  ST,Los Angeles,90048,4
-118.376976,33.946916,2015-02-05T00:00:00Z,,5476  W 99TH  ST,Los Angeles,90045,16
-118.38436,33.94896,2015-02-05T00:00:00Z,,9613  S BELFORD  AVE,Los Angeles,90045,6
-118.3844,33.94879,2015-02-05T00:00:00Z,,9619  S BELFORD  AVE,Los Angeles,90045,6
-118.38282,34.05739,2015-02-09T00:00:00Z,,1063  S WOOSTER  ST,Los Angeles,90035,2
-118.47898,33.99421,2015-02-10T00:00:00Z,,24  E DUDLEY  AVE,Los Angeles,90291,2
-118.3133,34.09193,2015-02-13T00:00:00Z,,1150  N WILTON  PL,Los Angeles,90038,2
-118.53823,34.19944,2015-02-13T00:00:00Z,,18561  W GAULT  ST,Los Angeles,91335,2
-118.26653,34.01553,2015-02-13T00:00:00Z,,526  E JEFFERSON  BLVD,Los Angeles,90011,2
-118.36939,34.08194,2015-02-13T00:00:00Z,,611  N HARPER  AVE,Los Angeles,90048,2
-118.19729,34.10592,2015-02-17T00:00:00Z,,141  S AVENUE 53,Los Angeles,90042,3
-118.27681,33.96389,2015-02-17T00:00:00Z,,218  W 83RD  ST,Los Angeles,90003,1
-118.25509,34.07543,2015-02-18T00:00:00Z,,1492  W SUNSET  BLVD,Los Angeles,90026,2
-118.17154,34.11648,2015-02-18T00:00:00Z,,703  N BRIDEWELL  ST,Los Angeles,90042,2
-118.3837,33.95131,2015-02-18T00:00:00Z,,9318  S BELFORD  AVE,Los Angeles,90045,29
-118.28825,34.05564,2015-02-19T00:00:00Z,,2756  W JAMES M. WOOD  BLVD,Los Angeles,90006,12
-118.38552,34.07625,2015-02-23T00:00:00Z,,132  N SWALL  DR,Los Angeles,90048,7
-118.36296,34.07862,2015-02-23T00:00:00Z,,413  N HAYWORTH  AVE,Los Angeles,90048,2
-118.38493,34.15732,2015-02-24T00:00:00Z,,11580  W RIVERSIDE  DR,Los Angeles,91602,4
-118.38532,34.15732,2015-02-24T00:00:00Z,,11592  W RIVERSIDE  DR,Los Angeles,91602,4
-118.34324,34.07384,2015-02-25T00:00:00Z,,101  N SYCAMORE  AVE,Los Angeles,90036,1
-118.398985,34.150495,2015-02-25T00:00:00Z,,12207  W MOORPARK  ST,Los Angeles,91604,2
-118.39887,34.15066,2015-02-26T00:00:00Z,,12203  W MOORPARK  ST,Los Angeles,91604,2
-118.36306,34.03996,2015-02-26T00:00:00Z,,1922  S CURSON  AVE,Los Angeles,90016,2
-118.30312,34.08514,2015-02-26T00:00:00Z,,809  N KINGSLEY  DR,Los Angeles,90029,2
-118.28519,33.97721,2015-02-27T00:00:00Z,,664  W 69TH  ST,Los Angeles,90044,2
-118.3749,33.97407,2015-02-27T00:00:00Z,,7036  S LA TIJERA  BLVD,Los Angeles,90045,3
-118.37758,34.06065,2015-03-03T00:00:00Z,,905  S LE DOUX  ROAD,Los Angeles,90035,4
-118.37758,34.06051,2015-03-03T00:00:00Z,,909  S LE DOUX  ROAD,Los Angeles,90035,5
-118.47714,34.05835,2015-03-04T00:00:00Z,,127  S BOWLING GREEN  WAY,Los Angeles,90049,1
-118.29791,34.04582,2015-03-04T00:00:00Z,,1415  S FEDORA  ST,Los Angeles,90006,3
-118.27925,34.0017,2015-03-04T00:00:00Z,,324  W 46TH  ST,Los Angeles,90037,2
-118.46935,34.26401,2015-03-05T00:00:00Z,,15454  W CHATSWORTH  ST,Los Angeles,91345,5
-118.46817,33.99849,2015-03-05T00:00:00Z,,664  E SUNSET  AVE,Los Angeles,90291,2
-118.455483,34.000935,2015-03-10T00:00:00Z,,1208   PALMS  BLVD,Los Angeles,90291,2
-118.27929,34.08742,2015-03-12T00:00:00Z,,1332   EDGECLIFFE,Los Angeles,90026,2
-118.43444,34.15367,2015-03-16T00:00:00Z,,4521  N MATILIJA  AVE,Los Angeles,91423,2
