long,lat,date,apn,address,city,zip,units
-118.45884,33.99916,2005-10-01T00:00:00Z,,972 E ELKLAND,Los Angeles,,17
-118.37146,33.94746,2005-10-01T00:00:00Z,,9736 S GLASGOW,Los Angeles,,2
-118.26837,33.92892,2006-06-01T00:00:00Z,,328 E 116TH,Los Angeles,,2
-118.466843,34.049281,2005-10-01T00:00:00Z,,989 S WESTGATE,Los Angeles,,11
-118.387985,34.150454,2005-11-01T00:00:00Z,,11582 W MOORPARK,Los Angeles,,5
-118.383179,34.150454,2005-11-01T00:00:00Z,,11504 W MOORPARK,Los Angeles,,7
-118.392105,34.142498,2005-11-01T00:00:00Z,,10730 W VENTURA,Los Angeles,,40
-118.214264,34.077972,2006-01-01T00:00:00Z,,10 E 26TH,Los Angeles,,2
-118.167915,34.073706,2006-01-01T00:00:00Z,,5148 E VALLEY,Los Angeles,,5
-118.2678,33.9724,2006-06-01T00:00:00Z,,347 E 75TH,Los Angeles,,2
-118.194695,34.063752,2006-01-01T00:00:00Z,,2306 W VALLEY,Los Angeles,,2
-118.33374,33.983225,2006-01-01T00:00:00Z,,6202 WEST,Los Angeles,,6
-118.264239,34.068161,2006-01-01T00:00:00Z,,351 N BELMONT,Los Angeles,,3
-118.231773,34.043557,2006-01-01T00:00:00Z,,329 E ROSE,Los Angeles,,2
-118.25808,34.00777,2006-01-01T00:00:00Z,,1001 E 42ND,Los Angeles,,3
-118.28347,34.05311,2006-01-01T00:00:00Z,,1011 S PARK VIEW,Los Angeles,,14
-118.35309,34.15745,2006-01-01T00:00:00Z,,10206 W CAMARILLO,Los Angeles,,15
-118.29013,34.25451,2006-01-01T00:00:00Z,,10209 N HILLHAVEN,Los Angeles,,5
-118.41633,34.05251,2006-01-01T00:00:00Z,,10277 W ORTON,Los Angeles,,2
-118.30555,34.05169,2006-01-01T00:00:00Z,,1029 S HOBART,Los Angeles,,12
-118.41485,34.04905,2006-01-01T00:00:00Z,,10319 W ALMAYO,Los Angeles,,6
-118.30708,34.05166,2006-01-01T00:00:00Z,,1032 S OXFORD,Los Angeles,,2
-118.257523,34.009095,2006-01-01T00:00:00Z,,1034 E 41ST,Los Angeles,,2
-118.30133,34.05164,2006-01-01T00:00:00Z,,1035 S IROLO,Los Angeles,,5
-118.29819,34.05147,2006-01-01T00:00:00Z,,1037 S FEDORA,Los Angeles,,5
-118.41662,34.04738,2006-01-01T00:00:00Z,,10384 W ALMAYO,Los Angeles,,2
-118.42596,34.26024,2006-01-01T00:00:00Z,,10412 N ONEIDA,Los Angeles,,2
-118.27873,33.94127,2006-01-01T00:00:00Z,,10419 S BROADWAY,Los Angeles,,5
-118.29715,34.05128,2006-01-01T00:00:00Z,,1043 S KENMORE,Los Angeles,,4
-118.28888,34.25888,2006-01-01T00:00:00Z,,10443 N COMMERCE,Los Angeles,,5
-118.29715,34.05128,2006-01-01T00:00:00Z,,1047 S KENMORE,Los Angeles,,4
-118.29715,34.05115,2006-01-01T00:00:00Z,,1051 S KENMORE,Los Angeles,,4
-118.43208,34.06168,2006-01-01T00:00:00Z,,10563 W ASHTON,Los Angeles,,3
-118.3861,34.0741,2006-04-01T00:00:00Z,,141 S SWALL,Los Angeles,,4
-118.2871,34.07317,2006-01-01T00:00:00Z,,105 S VIRGIL,Los Angeles,,3
-118.43015,34.05273,2006-01-01T00:00:00Z,,10630 W SANTA MONICA,Los Angeles,,10
-118.36282,34.14857,2006-01-01T00:00:00Z,,10640 W WOODBRIDGE,Los Angeles,,6
-118.36347,34.14857,2006-01-01T00:00:00Z,,10656 W WOODBRIDGE,Los Angeles,,2
-118.3634,34.14857,2006-01-01T00:00:00Z,,10660 W WOODBRIDGE,Los Angeles,,3
-118.43868,34.0597,2006-01-01T00:00:00Z,,10776 W WILSHIRE,Los Angeles,,90
-118.36595,34.15636,2006-01-01T00:00:00Z,,10800 W BLIX,Los Angeles,,4
-118.4418,34.06017,2006-01-01T00:00:00Z,,10830 W LINDBROOK,Los Angeles,,9
-118.442144,34.06021,2006-01-01T00:00:00Z,,10838 W LINDBROOK,Los Angeles,,12
-118.36795,34.14896,2006-01-01T00:00:00Z,,10878 W BLOOMFIELD,Los Angeles,,16
-118.36812,34.14897,2006-01-01T00:00:00Z,,10906 W BLOOMFIELD,Los Angeles,,18
-118.46329,33.97739,2006-01-01T00:00:00Z,,109 E EASTWIND,Los Angeles,,2
-118.37076,34.16325,2006-01-01T00:00:00Z,,11003 W OTSEGO,Los Angeles,,6
-118.37125,34.16325,2006-01-01T00:00:00Z,,11019 W OTSEGO,Los Angeles,,4
-118.460495,33.999187,2006-01-01T00:00:00Z,,1101 W VENICE,Los Angeles,,14
-118.38334,34.0568,2006-01-01T00:00:00Z,,1108 S ROBERTSON,Los Angeles,,3
-118.46525,34.04844,2006-01-01T00:00:00Z,,1110 S WESTGATE,Los Angeles,,2
-118.3724,34.1465,2006-01-01T00:00:00Z,,11115 W ACAMA,Los Angeles,,28
-118.37336,34.14649,2006-01-01T00:00:00Z,,11143 W ACAMA,Los Angeles,,6
-118.37431,34.16152,2006-01-01T00:00:00Z,,11144 W HESBY,Los Angeles,,4
-118.37353,34.14649,2006-01-01T00:00:00Z,,11147 W ACAMA,Los Angeles,,6
-118.37406,34.15842,2006-01-01T00:00:00Z,,11150 W LA MAIDA,Los Angeles,,2
-118.37369,34.14649,2006-01-01T00:00:00Z,,11153 W ACAMA,Los Angeles,,6
-118.37369,34.14422,2006-01-01T00:00:00Z,,11154 W AQUA VISTA,Los Angeles,,21
-118.33395,34.09258,2006-01-01T00:00:00Z,,06317 LEXINGTON AVE,Los Angeles,,1
-118.37439,34.15842,2006-01-01T00:00:00Z,,11160 W LA MAIDA,Los Angeles,,2
-118.292765,34.050288,2006-01-01T00:00:00Z,,1117 S NEW HAMPSHIRE,Los Angeles,,10
-118.46321,33.97744,2006-01-01T00:00:00Z,,111 EASTWIND,Los Angeles,,2
-118.32412,34.09158,2006-01-01T00:00:00Z,,1120 N EL CENTRO,Los Angeles,,2
-118.32412,34.09158,2006-01-01T00:00:00Z,,1120 N EL CENTRO,Los Angeles,,2
-118.37561,34.27775,2006-01-01T00:00:00Z,,11238 W OSBORNE,Los Angeles,,2
-118.28424,34.09161,2006-01-01T00:00:00Z,,1124 N HOOVER,Los Angeles,,5
-118.324315,34.091464,2006-01-01T00:00:00Z,,1126 N EL CENTRO,Los Angeles,,3
-118.324315,34.091464,2006-02-01T00:00:00Z,,1126 N EL CENTRO,Los Angeles,,3
-118.324287,34.091783,2006-02-01T00:00:00Z,,1130 N EL CENTRO,Los Angeles,,4
-118.324287,34.091783,2006-02-01T00:00:00Z,,1130 N EL CENTRO,Los Angeles,,4
-118.37861,34.17972,2006-02-01T00:00:00Z,,11349 W OXNARD,Los Angeles,,6
-118.39253,34.05597,2006-02-01T00:00:00Z,,1138 S GLENVILLE,Los Angeles,,6
-118.39253,34.05583,2006-02-01T00:00:00Z,,1144 S GLENVILLE,Los Angeles,,6
-118.43481,34.02424,2006-02-01T00:00:00Z,,11454 W NATIONAL,Los Angeles,,4
-118.32522,34.05144,2006-02-01T00:00:00Z,,1149 S CRENSHAW,Los Angeles,,7
-118.43498,34.02415,2006-02-01T00:00:00Z,,11500 W NATIONAL,Los Angeles,,4
-118.43516,34.02406,2006-02-01T00:00:00Z,,11504 W NATIONAL,Los Angeles,,4
-118.289269,34.049799,2006-02-01T00:00:00Z,,1151 S WESTMORELAND,Los Angeles,,6
-118.43623,34.02352,2006-02-01T00:00:00Z,,11544 W NATIONAL,Los Angeles,,4
-118.393556,34.2838,2006-02-01T00:00:00Z,,11759 N FENTON,Los Angeles,,2
-118.21255,34.04503,2006-02-01T00:00:00Z,,115 N CHICAGO,Los Angeles,,16
-118.47054,34.04339,2006-02-01T00:00:00Z,,1160 S MCCLELLAN,Los Angeles,,5
-118.25141,34.06567,2006-02-01T00:00:00Z,,1164 W BELLEVUE,Los Angeles,,84
-118.4633,34.05227,2006-02-01T00:00:00Z,,11665 W MAYFIELD,Los Angeles,,9
-118.21312,34.04528,2006-02-01T00:00:00Z,,116 N ST LOUIS,Los Angeles,,3
-118.45438,34.04136,2006-02-01T00:00:00Z,,11705 W IOWA,Los Angeles,,2
-118.38848,34.20604,2006-02-01T00:00:00Z,,11721 W RUNNYMEDE,Los Angeles,,2
-118.38936,34.14099,2006-02-01T00:00:00Z,,11805 W LAURELWOOD,Los Angeles,,15
-118.47057,34.06,2006-02-01T00:00:00Z,,11810 W KEARSARGE,Los Angeles,,5
-118.46514,34.04865,2006-02-01T00:00:00Z,,11848 W KIOWA,Los Angeles,,5
-118.468386,34.050471,2006-02-01T00:00:00Z,,11852 W DOROTHY,Los Angeles,,6
-118.468386,34.050471,2006-02-01T00:00:00Z,,11854 W DOROTHY,Los Angeles,,6
-118.39196,34.16794,2006-02-01T00:00:00Z,,11860 CHANDLER,Los Angeles,,24
-118.46519,34.0485,2006-02-01T00:00:00Z,,11860 W KIOWA,Los Angeles,,6
-118.416648,33.996027,2006-02-01T00:00:00Z,,11900 W CULVER,Los Angeles,,18
-118.35599,34.16494,2006-02-01T00:00:00Z,,11927 W MAGNOLIA,Los Angeles,,31
-118.41684,33.99553,2006-02-01T00:00:00Z,,11928 W CULVER,Los Angeles,,12
-118.35599,34.16494,2006-02-01T00:00:00Z,,11933 W MAGNOLIA,Los Angeles,,20
-118.39356,34.1708,2006-03-01T00:00:00Z,,11941 W ALBERS,Los Angeles,,15
-118.39398,34.1708,2006-03-01T00:00:00Z,,11945 W ALBERS,Los Angeles,,36
-118.35599,34.16494,2006-03-01T00:00:00Z,,11945 W MAGNOLIA,Los Angeles,,12
-118.39379,34.16539,2006-03-01T00:00:00Z,,11949 MAGNOLIA,Los Angeles,,12
-118.41703,33.99529,2006-03-01T00:00:00Z,,11952 W CULVER,Los Angeles,,12
-118.46925,34.04481,2006-03-01T00:00:00Z,,11953 W GOSHEN,Los Angeles,,6
-118.46925,34.04481,2006-03-01T00:00:00Z,,11953 W GOSHEN,Los Angeles,,6
-118.35599,34.16494,2006-03-01T00:00:00Z,,11953 W MAGNOLIA,Los Angeles,,12
-118.41723,33.99505,2006-03-01T00:00:00Z,,11976 W CULVER,Los Angeles,,12
-118.46037,34.03889,2006-03-01T00:00:00Z,,12000 W IDAHO,Los Angeles,,8
-118.39446,34.1708,2006-03-01T00:00:00Z,,12005 W ALBERS,Los Angeles,,23
-118.35599,34.16494,2006-03-01T00:00:00Z,,12010 W MAGNOLIA,Los Angeles,,3
-118.35599,34.16494,2006-03-01T00:00:00Z,,12016 W MAGNOLIA,Los Angeles,,6
-118.294735,33.733197,2006-03-01T00:00:00Z,,1201 S CABRILLO,Los Angeles,,2
-118.39326,34.14561,2006-03-01T00:00:00Z,,12020 W GUERIN,Los Angeles,,6
-118.393281,34.145786,2006-03-01T00:00:00Z,,12026 W GUERIN,Los Angeles,,6
-118.396801,34.150235,2006-03-01T00:00:00Z,,12114 W MOORPARK,Los Angeles,,3
-118.39723,34.15005,2006-03-01T00:00:00Z,,12118 W MOORPARK,Los Angeles,,2
-118.39738,34.15005,2006-03-01T00:00:00Z,,12122 W MOORPARK,Los Angeles,,1
-118.29547,34.04856,2006-03-01T00:00:00Z,,1214 S DEWEY,Los Angeles,,5
-118.4641,34.04594,2006-03-01T00:00:00Z,,1215 S ARMACOST,Los Angeles,,10
-118.29714,34.04855,2006-03-01T00:00:00Z,,1215 S KENMORE,Los Angeles,,5
-118.372288,34.075032,2006-03-01T00:00:00Z,,121 N KINGS,Los Angeles,,3
-118.372288,34.075032,2006-03-01T00:00:00Z,,121 N KINGS,Los Angeles,,3
-118.46603,34.04106,2006-03-01T00:00:00Z,,12207 W ROCHESTER,Los Angeles,,9
-118.27948,34.09517,2006-03-01T00:00:00Z,,1226 N MANZANITA,Los Angeles,,2
-118.21774,34.07657,2006-03-01T00:00:00Z,,122 N AVENUE 23,Los Angeles,,5
-118.28594,33.74276,2006-03-01T00:00:00Z,,123 S MESA,Los Angeles,,2
-118.34901,34.05242,2006-03-01T00:00:00Z,,1241 S MEADOWBROOK,Los Angeles,,2
-118.29361,34.09466,2006-03-01T00:00:00Z,,1243 N NEW HAMPSHIRE,Los Angeles,,5
-118.42686,33.99485,2006-03-01T00:00:00Z,,12451 W LOUISE,Los Angeles,,4
-118.40486,34.14832,2006-03-01T00:00:00Z,,12474 WOODBRIDGE,Los Angeles,,2
-118.338,34.0939,2006-03-01T00:00:00Z,,1248 N HIGHLAND,Los Angeles,,1
-118.37283,34.07535,2006-03-01T00:00:00Z,,124 N ORLANDO,Los Angeles,,4
-118.40588,34.23108,2006-03-01T00:00:00Z,,12505 SHELDON,Los Angeles,,4
-118.45231,34.30148,2006-03-01T00:00:00Z,,12747 N NORRIS,Los Angeles,,3
-118.21239,34.04527,2006-03-01T00:00:00Z,,127 N CHICAGO,Los Angeles,,7
-118.41273,34.15078,2006-03-01T00:00:00Z,,12839 MOORPARK,Los Angeles,,25
-118.41299,34.15078,2006-03-01T00:00:00Z,,12851 W MOORPARK,Los Angeles,,10
-118.2974,34.02303,2006-03-01T00:00:00Z,,1297 W 36TH,Los Angeles,,2
-118.41731,34.24661,2006-03-01T00:00:00Z,,13025 W CORRENTI,Los Angeles,,2
-118.41727,34.15065,2006-03-01T00:00:00Z,,13037 W MOORPARK,Los Angeles,,3
-118.46772,34.0411,2006-03-01T00:00:00Z,,1303 S WELLESLEY,Los Angeles,,18
-118.41794,34.15004,2006-03-01T00:00:00Z,,13056 W MOORPARK,Los Angeles,,3
-118.21284,34.04562,2006-03-01T00:00:00Z,,130 N ST LOUIS,Los Angeles,,1
-118.46462,34.07176,2006-03-01T00:00:00Z,,130 S SEPULVEDA,Los Angeles,,11
-118.41838,34.17182,2006-03-01T00:00:00Z,,13100 W BURBANK,Los Angeles,,12
-118.41838,34.17182,2006-03-01T00:00:00Z,,13100 W BURBANK,Los Angeles,,12
-118.41863,34.17182,2006-03-01T00:00:00Z,,13110 W BURBANK,Los Angeles,,6
-118.41879,34.17182,2006-04-01T00:00:00Z,,13116 W BURBANK,Los Angeles,,6
-118.252039,34.022379,2006-04-01T00:00:00Z,,1311 E 21ST,Los Angeles,,19
-118.41896,34.17182,2006-04-01T00:00:00Z,,13120 W BURBANK,Los Angeles,,6
-118.40558,34.05682,2006-04-01T00:00:00Z,,1314 S ROXBURY,Los Angeles,,4
-118.272,34.0451,2006-04-01T00:00:00Z,,1314 W 11TH,Los Angeles,,6
-118.272,34.0451,2006-04-01T00:00:00Z,,1314 W 11TH,Los Angeles,,6
-118.21232,34.04539,2006-04-01T00:00:00Z,,131 N CHICAGO,Los Angeles,,6
-118.40558,34.05682,2006-04-01T00:00:00Z,,1320 S ROXBURY,Los Angeles,,4
-118.46352,34.0436,2006-04-01T00:00:00Z,,1321 S BROCKTON,Los Angeles,,8
-118.40558,34.05682,2006-04-01T00:00:00Z,,1324 S ROXBURY,Los Angeles,,4
-118.251299,34.009285,2006-04-01T00:00:00Z,,1325 E 41ST,Los Angeles,,2
-118.44623,33.9977,2006-04-01T00:00:00Z,,13263 E VENICE,Los Angeles,,2
-118.40558,34.05682,2006-04-01T00:00:00Z,,1328 S ROXBURY,Los Angeles,,4
-118.42273,34.1473,2006-04-01T00:00:00Z,,13300 WOODBRIDGE ST,Los Angeles,,2
-118.47402,34.04703,2006-04-01T00:00:00Z,,1331 S AMHERST,Los Angeles,,15
-118.247079,33.790078,2006-04-01T00:00:00Z,,1332 E MAURETANIA,Los Angeles,,2
-118.40558,34.05682,2006-04-01T00:00:00Z,,1334 S ROXBURY,Los Angeles,,4
-118.25102,33.99867,2006-04-01T00:00:00Z,,1345 E 49TH,Los Angeles,,2
-118.42784,34.19424,2006-04-01T00:00:00Z,,13531 W VANOWEN,Los Angeles,,10
-118.3861,34.07411,2006-04-01T00:00:00Z,,135 S SWALL,Los Angeles,,2
-118.51174,34.20438,2006-04-01T00:00:00Z,,13633 W LEADWELL,Los Angeles,,6
-118.51174,34.20438,2006-04-01T00:00:00Z,,13639 W LEADWELL,Los Angeles,,6
-118.2585,34.06406,2006-04-01T00:00:00Z,,1363 W COLTON,Los Angeles,,2
-118.29081,34.03413,2006-04-01T00:00:00Z,,1370 W 24TH,Los Angeles,,2
-118.21225,34.04553,2006-04-01T00:00:00Z,,137 N CHICAGO,Los Angeles,,7
-118.34941,34.09618,2006-04-01T00:00:00Z,,1400 N FULLER,Los Angeles,,2
-118.29218,33.73126,2006-04-01T00:00:00Z,,1400 S GAFFEY,Los Angeles,,2
-118.43962,34.17345,2006-04-01T00:00:00Z,,14052 W COLLINS,Los Angeles,,25
-118.20042,34.06073,2006-04-01T00:00:00Z,,1405 PLAYGROUND,Los Angeles,,5
-118.46455,34.07177,2006-04-01T00:00:00Z,,140 S SEPULVEDA,Los Angeles,,12
-118.29668,34.04595,2006-04-01T00:00:00Z,,1410 S KENMORE,Los Angeles,,2
-118.45708,34.04617,2006-04-01T00:00:00Z,,1411 S BARRY,Los Angeles,,4
-118.37926,34.05332,2006-04-01T00:00:00Z,,1412 S SHERBOURNE,Los Angeles,,4
-118.34919,34.09617,2006-04-01T00:00:00Z,,1414 N FULLER,Los Angeles,,1
-118.45703,34.04611,2006-04-01T00:00:00Z,,1415 S BARRY,Los Angeles,,6
-118.25044,34.01931,2006-04-01T00:00:00Z,,1419 E 23RD,Los Angeles,,1
-118.211847,34.045752,2006-04-01T00:00:00Z,,141 N CHICAGO,Los Angeles,,1
-118.29503,34.04568,2006-04-01T00:00:00Z,,1421 S CATALINA,Los Angeles,,1
-118.302205,33.823495,2006-04-01T00:00:00Z,,1421 W 224TH,Los Angeles,,9
-118.29271,34.04543,2006-04-01T00:00:00Z,,1423 S NEW HAMPSHIRE,Los Angeles,,2
-118.44586,34.05138,2006-04-01T00:00:00Z,,1424 S BENTLEY,Los Angeles,,4
-118.27902,34.08993,2006-04-01T00:00:00Z,,1426 N LUCILE,Los Angeles,,2
-118.292577,34.045623,2006-04-01T00:00:00Z,,1429 S NEW HAMPSHIRE,Los Angeles,,2
-118.44471,34.17242,2006-04-01T00:00:00Z,,14309 W BURBANK,Los Angeles,,3
-118.24567,33.78828,2006-04-01T00:00:00Z,,1430 E ROBIDOUX,Los Angeles,,2
-118.44536,34.22193,2006-04-01T00:00:00Z,,14319 W ROSCOE,Los Angeles,,2
-118.42502,34.06151,2006-04-01T00:00:00Z,,1438 S BEVERLY GLEN,Los Angeles,,12
-118.34869,34.09718,2006-04-01T00:00:00Z,,1439 N POINSETTIA,Los Angeles,,3
-118.303485,33.823486,2006-04-01T00:00:00Z,,1443 W 224TH,Los Angeles,,6
-118.34869,34.09731,2006-04-01T00:00:00Z,,1449 N POINSETTIA,Los Angeles,,3
-118.36941,34.05043,2006-04-01T00:00:00Z,,1451 S HI POINT,Los Angeles,,1
-118.38045,34.05242,2006-04-01T00:00:00Z,,1456 S BEDFORD,Los Angeles,,6
-118.39393,34.05258,2006-04-01T00:00:00Z,,1488 S REXFORD,Los Angeles,,2
-118.4645,34.07156,2006-04-01T00:00:00Z,,148 S SEPULVEDA,Los Angeles,,8
-118.35599,34.16494,2006-04-01T00:00:00Z,,15050 W MAGNOLIA,Los Angeles,,4
-118.35599,34.16494,2006-04-01T00:00:00Z,,15054 W MAGNOLIA,Los Angeles,,8
-118.35599,34.16494,2006-04-01T00:00:00Z,,15058 W MAGNOLIA,Los Angeles,,4
-118.45427,34.04548,2006-04-01T00:00:00Z,,1508 S FEDERAL,Los Angeles,,5
-118.45417,34.04537,2006-04-01T00:00:00Z,,1512 S FEDERAL,Los Angeles,,9
-118.25193,34.07942,2006-04-01T00:00:00Z,,1521 N PORTIA,Los Angeles,,2
-118.46512,34.03683,2006-04-01T00:00:00Z,,1528 S CENTINELA,Los Angeles,,4
-118.39569,34.0516,2006-04-01T00:00:00Z,,1529 S BEVERLY,Los Angeles,,2
-118.465155,34.036617,2006-04-01T00:00:00Z,,1534 S CENTINELA,Los Angeles,,3
-118.45755,34.04169,2006-04-01T00:00:00Z,,1535 S GRANVILLE,Los Angeles,,18
-118.45755,34.04169,2006-04-01T00:00:00Z,,1535 S GRANVILLE,Los Angeles,,18
-118.40041,34.05563,2006-05-01T00:00:00Z,,1542 S CAMDEN,Los Angeles,,3
-118.30647,33.84657,2006-05-01T00:00:00Z,,1570 W DEL AMO,Los Angeles,,2
-118.4554,34.04181,2006-05-01T00:00:00Z,,1610 S STONER,Los Angeles,,8
-118.4554,34.04181,2006-05-01T00:00:00Z,,1610 S STONER,Los Angeles,,8
-118.26126,34.06714,2006-05-01T00:00:00Z,,1612 W CORTEZ,Los Angeles,,6
-118.34982,34.10034,2006-05-01T00:00:00Z,,1616 N MARTEL,Los Angeles,,12
-118.45721,34.04056,2006-05-01T00:00:00Z,,1616 S WESTGATE,Los Angeles,,9
-118.45716,34.0405,2006-05-01T00:00:00Z,,1618 S WESTGATE,Los Angeles,,6
-118.34982,34.1005,2006-05-01T00:00:00Z,,1622 N MARTEL,Los Angeles,,9
-118.26393,34.06573,2006-05-01T00:00:00Z,,1622 W COUNCIL,Los Angeles,,3
-118.45844,34.03935,2006-05-01T00:00:00Z,,1629 S ARMACOST,Los Angeles,,2
-118.45839,34.0393,2006-05-01T00:00:00Z,,1633 S ARMACOST,Los Angeles,,2
-118.43693,34.05329,2006-05-01T00:00:00Z,,1634 S MALCOLM,Los Angeles,,4
-118.24468,34.00417,2006-05-01T00:00:00Z,,1637 E VERNON,Los Angeles,,2
-118.45448,34.04147,2006-05-01T00:00:00Z,,1639 S BARRINGTON,Los Angeles,,2
-118.25339,34.08239,2006-05-01T00:00:00Z,,1641 N MORTON,Los Angeles,,4
-118.4625,33.98873,2006-05-01T00:00:00Z,,1700 S ABBOT KINNEY,Los Angeles,,2
-118.43791,34.05193,2006-05-01T00:00:00Z,,1701 S GLENDON,Los Angeles,,3
-118.28226,34.04172,2006-05-01T00:00:00Z,,1702 S BONNIE BRAE,Los Angeles,,3
-118.251,34.08243,2006-05-01T00:00:00Z,,1711 N MORTON,Los Angeles,,4
-118.21502,34.03868,2006-08-01T00:00:00Z,,545 S BREED,Los Angeles,,5
-118.3084,33.79511,2006-05-01T00:00:00Z,,1717 W 253RD,Los Angeles,,2
-118.30449,34.05989,2006-06-01T00:00:00Z,,3531 W 7TH,Los Angeles,,8
-118.27683,34.09388,2006-05-01T00:00:00Z,,1723 N LUCILE,Los Angeles,,3
-118.44235,34.04731,2006-05-01T00:00:00Z,,1726 S BENTLEY,Los Angeles,,18
-118.309415,34.102819,2006-05-01T00:00:00Z,,1729 N WESTERN,Los Angeles,,4
-118.555448,34.041585,2006-05-01T00:00:00Z,,17333 TRAMONTO,Los Angeles,,20
-118.44988,34.04209,2006-05-01T00:00:00Z,,1748 S COLBY,Los Angeles,,2
-118.293497,34.102751,2006-05-01T00:00:00Z,,1761 N NEW HAMPSHIRE,Los Angeles,,5
-118.45579,33.96901,2006-05-01T00:00:00Z,,17 E UNION JACK,Los Angeles,,3
-118.33299,34.10352,2006-05-01T00:00:00Z,,1802 N WHITLEY,Los Angeles,,8
-118.26162,34.08236,2006-05-01T00:00:00Z,,2121 SCOTT,Los Angeles,,3
-118.25529,34.08503,2006-05-01T00:00:00Z,,1811 W EFFIE,Los Angeles,,4
-118.27589,34.09452,2006-05-01T00:00:00Z,,1815 N LUCILE,Los Angeles,,2
-118.4398,34.04807,2006-05-01T00:00:00Z,,1819 S VETERAN,Los Angeles,,3
-118.42577,34.05482,2006-05-01T00:00:00Z,,1828 S THAYER,Los Angeles,,24
-118.532868,34.211885,2006-05-01T00:00:00Z,,18332 W INGOMAR,Los Angeles,,2
-118.53504,34.21514,2006-05-01T00:00:00Z,,18440 W STRATHERN,Los Angeles,,2
-118.32374,34.10494,2006-05-01T00:00:00Z,,1862 N VISTA DEL MAR,Los Angeles,,2
-118.351755,34.105031,2006-05-01T00:00:00Z,,1866 N VISTA DEL MAR,Los Angeles,,2
-118.28858,34.03922,2006-05-01T00:00:00Z,,1925 S ORCHARD,Los Angeles,,4
-118.28858,34.03922,2006-05-01T00:00:00Z,,1925 S ORCHARD,Los Angeles,,4
-118.32482,34.10713,2006-05-01T00:00:00Z,,2000 N ARGYLE,Los Angeles,,4
-118.270464,34.06883,2006-05-01T00:00:00Z,,201 N LAKE SHORE,Los Angeles,,6
-118.57646,34.2088,2006-05-01T00:00:00Z,,20327 W SATICOY,Los Angeles,,45
-118.17665,34.06697,2006-05-01T00:00:00Z,,2036 N MARIANNA,Los Angeles,,3
-118.31023,34.02621,2006-05-01T00:00:00Z,,2042 W 31ST,Los Angeles,,2
-118.5869,34.22152,2006-06-01T00:00:00Z,,20812 W COMMUNITY,Los Angeles,,2
-118.25994,34.06033,2006-06-01T00:00:00Z,,208 S LUCAS,Los Angeles,,2
-118.30999,34.07071,2006-06-01T00:00:00Z,,208 S MANHATTAN,Los Angeles,,15
-118.21323,34.04502,2006-06-01T00:00:00Z,,2101 E 1ST,Los Angeles,,1
-118.209094,34.051506,2006-06-01T00:00:00Z,,2111 E SHERIDAN,Los Angeles,,2
-118.46709,33.98354,2006-06-01T00:00:00Z,,211 Howland Canal,Los Angeles,,2
-118.21198,34.08987,2006-06-01T00:00:00Z,,213 W AVENUE 37,Los Angeles,,2
-118.35667,34.03772,2006-06-01T00:00:00Z,,2233 S COCHRAN,Los Angeles,,2
-118.23252,34.08728,2006-06-01T00:00:00Z,,2245 E FERNLEAF,Los Angeles,,2
-118.20805,34.09102,2006-06-01T00:00:00Z,,225 E AVENUE 40,Los Angeles,,2
-118.415794,34.061761,2006-06-01T00:00:00Z,,214 E MARKET,Los Angeles,,4
-118.470039,33.983225,2006-06-01T00:00:00Z,,2219 S OCEAN FRONT,Los Angeles,,2
-118.6295,34.18411,2006-06-01T00:00:00Z,,23056 W SYLVAN,Los Angeles,,2
-118.2617,34.09294,2006-06-01T00:00:00Z,,2322 W FARGO,Los Angeles,,2
-118.41845,34.04736,2006-06-01T00:00:00Z,,2337 S BEVERLY GLEN,Los Angeles,,4
-118.255,34.09266,2006-06-01T00:00:00Z,,2346 W COVE,Los Angeles,,2
-118.31391,34.07579,2006-06-01T00:00:00Z,,237 N WILTON,Los Angeles,,2
-118.2774,33.93227,2006-06-01T00:00:00Z,,237 W 113TH,Los Angeles,,6
-118.271856,34.026877,2006-06-01T00:00:00Z,,232 E GRAND,Los Angeles,,2
-118.27742,33.96956,2006-06-01T00:00:00Z,,238 W 77TH,Los Angeles,,6
-118.29687,34.07559,2006-06-01T00:00:00Z,,239 N KENMORE,Los Angeles,,6
-118.21041,34.04132,2006-06-01T00:00:00Z,,2419 E 3RD,Los Angeles,,2
-118.20584,34.04679,2006-06-01T00:00:00Z,,2446 E CINCINNATI,Los Angeles,,5
-118.36195,34.03344,2006-06-01T00:00:00Z,,2522 S HAUSER,Los Angeles,,2
-118.27228,34.02686,2006-06-01T00:00:00Z,,2525 S GRAND,Los Angeles,,2
-118.27305,34.06501,2006-06-01T00:00:00Z,,253 S LAKE,Los Angeles,,16
-118.3063,34.03211,2006-06-01T00:00:00Z,,2616 S HARVARD,Los Angeles,,2
-118.29115,34.02982,2006-06-01T00:00:00Z,,2716 S VERMONT,Los Angeles,,9
-118.35877,34.02977,2006-06-01T00:00:00Z,,2721 S. CLOVERDALE,Los Angeles,,2
-118.23734,34.11365,2006-06-01T00:00:00Z,,2770 W ESTARA,Los Angeles,,6
-118.32949,34.09787,2006-06-01T00:00:00Z,,2775 N CAHUENGA,Los Angeles,,8
-118.2852,34.0584,2006-06-01T00:00:00Z,,2832 W LEEWARD,Los Angeles,,5
-118.46747,33.98005,2006-06-01T00:00:00Z,,2905 S OCEAN FRONT,Los Angeles,,2
